row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
6895,CA-2016-306895,2015-02-04,2015-02-08,Second Class,CG-26895,Customer_6895,Consumer,United States,Chicago,Illinois,60601,Central,PROD-306895,Furniture,Tables,Tables Product 6895,263.16,9,0.1,26.316
6896,CA-2016-306896,2014-04-15,2014-04-21,Standard Class,CG-26896,Customer_6896,Corporate,United States,Miami,Florida,33101,South,PROD-306896,Technology,Accessories,Accessories Product 6896,1505.26,10,0.15,112.8945
6897,CA-2016-306897,2015-07-27,2015-07-28,First Class,CG-26897,Customer_6897,Consumer,United States,Henderson,Kentucky,42420,South,PROD-306897,Office Supplies,Binders,Binders Product 6897,1617.05,1,0.25,40.4262
6898,CA-2016-306898,2016-01-21,2016-01-27,Same Day,CG-26898,Customer_6898,Corporate,United States,Chicago,Illinois,60601,Central,PROD-306898,Furniture,Chairs,Chairs Product 6898,584.33,5,0.05,73.0413
6899,CA-2016-306899,2016-08-12,2016-08-17,Standard Class,CG-26899,Customer_6899,Consumer,United States,Chicago,Illinois,60601,Central,PROD-306899,Technology,Machines,Machines Product 6899,1168.98,15,0.0,175.347
6900,CA-2016-306900,2014-08-16,2014-08-23,Second Class,CG-26900,Customer_6900,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306900,Technology,Machines,Machines Product 6900,2268.43,8,0.1,226.843
6901,CA-2016-306901,2016-08-19,2016-08-24,Second Class,CG-26901,Customer_6901,Consumer,United States,Seattle,Washington,98101,West,PROD-306901,Office Supplies,Storage,Storage Product 6901,864.83,3,0.1,86.483
6902,CA-2016-306902,2017-04-07,2017-04-13,First Class,CG-26902,Customer_6902,Consumer,United States,Seattle,Washington,98101,West,PROD-306902,Technology,Accessories,Accessories Product 6902,1362.49,3,0.15,102.1868
6903,CA-2016-306903,2017-01-14,2017-01-15,Standard Class,CG-26903,Customer_6903,Home Office,United States,Houston,Texas,77001,South,PROD-306903,Technology,Machines,Machines Product 6903,2068.41,9,0.25,51.7102
6904,CA-2016-306904,2017-03-30,2017-03-31,Same Day,CG-26904,Customer_6904,Home Office,United States,Los Angeles,California,90001,West,PROD-306904,Furniture,Chairs,Chairs Product 6904,1180.97,12,0.05,147.6213
6905,CA-2016-306905,2015-08-29,2015-09-02,First Class,CG-26905,Customer_6905,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306905,Furniture,Tables,Tables Product 6905,1376.66,15,0.0,206.499
6906,CA-2016-306906,2017-03-19,2017-03-25,Second Class,CG-26906,Customer_6906,Corporate,United States,Los Angeles,California,90001,West,PROD-306906,Furniture,Chairs,Chairs Product 6906,2209.23,2,0.25,55.2307
6907,CA-2016-306907,2017-02-09,2017-02-16,First Class,CG-26907,Customer_6907,Consumer,United States,Chicago,Illinois,60601,Central,PROD-306907,Technology,Accessories,Accessories Product 6907,1621.99,5,0.1,162.199
6908,CA-2016-306908,2016-05-14,2016-05-18,Standard Class,CG-26908,Customer_6908,Consumer,United States,Seattle,Washington,98101,West,PROD-306908,Furniture,Chairs,Chairs Product 6908,662.94,6,0.2,33.147
6909,CA-2016-306909,2015-06-24,2015-06-30,First Class,CG-26909,Customer_6909,Consumer,United States,Miami,Florida,33101,South,PROD-306909,Office Supplies,Labels,Labels Product 6909,1494.34,2,0.05,186.7925
6910,CA-2016-306910,2015-10-03,2015-10-05,First Class,CG-26910,Customer_6910,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306910,Furniture,Tables,Tables Product 6910,169.34,2,0.0,25.401
6911,CA-2016-306911,2014-09-21,2014-09-22,Same Day,CG-26911,Customer_6911,Home Office,United States,Houston,Texas,77001,South,PROD-306911,Office Supplies,Labels,Labels Product 6911,1518.43,1,0.2,75.9215
6912,CA-2016-306912,2014-10-26,2014-10-27,First Class,CG-26912,Customer_6912,Consumer,United States,Miami,Florida,33101,South,PROD-306912,Office Supplies,Labels,Labels Product 6912,1615.47,7,0.25,40.3867
6913,CA-2016-306913,2017-10-22,2017-10-23,First Class,CG-26913,Customer_6913,Corporate,United States,Los Angeles,California,90001,West,PROD-306913,Furniture,Chairs,Chairs Product 6913,546.45,10,0.15,40.9838
6914,CA-2016-306914,2016-03-31,2016-04-02,Same Day,CG-26914,Customer_6914,Home Office,United States,New York,New York,10001,East,PROD-306914,Technology,Accessories,Accessories Product 6914,2281.21,9,0.1,228.121
6915,CA-2016-306915,2014-05-01,2014-05-06,Same Day,CG-26915,Customer_6915,Consumer,United States,Chicago,Illinois,60601,Central,PROD-306915,Office Supplies,Labels,Labels Product 6915,1349.73,3,0.25,33.7432
6916,CA-2016-306916,2015-08-04,2015-08-11,First Class,CG-26916,Customer_6916,Consumer,United States,Miami,Florida,33101,South,PROD-306916,Furniture,Chairs,Chairs Product 6916,110.05,1,0.05,13.7562
6917,CA-2016-306917,2015-08-16,2015-08-19,Second Class,CG-26917,Customer_6917,Corporate,United States,Miami,Florida,33101,South,PROD-306917,Technology,Phones,Phones Product 6917,843.75,14,0.05,105.4688
6918,CA-2016-306918,2015-12-30,2016-01-02,Second Class,CG-26918,Customer_6918,Corporate,United States,New York,New York,10001,East,PROD-306918,Furniture,Bookcases,Bookcases Product 6918,1693.44,12,0.1,169.344
6919,CA-2016-306919,2015-03-22,2015-03-26,Second Class,CG-26919,Customer_6919,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306919,Technology,Machines,Machines Product 6919,1119.24,14,0.05,139.905
6920,CA-2016-306920,2017-12-27,2018-01-01,Second Class,CG-26920,Customer_6920,Corporate,United States,Miami,Florida,33101,South,PROD-306920,Furniture,Chairs,Chairs Product 6920,127.54,10,0.05,15.9425
6921,CA-2016-306921,2014-01-18,2014-01-22,Second Class,CG-26921,Customer_6921,Home Office,United States,Houston,Texas,77001,South,PROD-306921,Technology,Accessories,Accessories Product 6921,920.61,11,0.25,23.0152
6922,CA-2016-306922,2016-04-23,2016-04-28,Second Class,CG-26922,Customer_6922,Home Office,United States,Seattle,Washington,98101,West,PROD-306922,Furniture,Tables,Tables Product 6922,560.19,9,0.0,84.0285
6923,CA-2016-306923,2017-02-26,2017-03-04,Same Day,CG-26923,Customer_6923,Home Office,United States,New York,New York,10001,East,PROD-306923,Technology,Phones,Phones Product 6923,1572.22,5,0.2,78.611
6924,CA-2016-306924,2015-03-28,2015-03-30,Same Day,CG-26924,Customer_6924,Consumer,United States,Miami,Florida,33101,South,PROD-306924,Furniture,Bookcases,Bookcases Product 6924,538.66,13,0.25,13.4665
6925,CA-2016-306925,2015-10-13,2015-10-19,Second Class,CG-26925,Customer_6925,Home Office,United States,Los Angeles,California,90001,West,PROD-306925,Technology,Accessories,Accessories Product 6925,549.71,1,0.25,13.7427
6926,CA-2016-306926,2016-03-16,2016-03-23,First Class,CG-26926,Customer_6926,Consumer,United States,Los Angeles,California,90001,West,PROD-306926,Office Supplies,Paper,Paper Product 6926,26.41,11,0.15,1.9808
6927,CA-2016-306927,2016-01-14,2016-01-19,Standard Class,CG-26927,Customer_6927,Home Office,United States,Seattle,Washington,98101,West,PROD-306927,Technology,Accessories,Accessories Product 6927,1596.64,5,0.0,239.496
6928,CA-2016-306928,2018-02-05,2018-02-11,Second Class,CG-26928,Customer_6928,Home Office,United States,Henderson,Kentucky,42420,South,PROD-306928,Furniture,Tables,Tables Product 6928,1119.97,2,0.2,55.9985
6929,CA-2016-306929,2016-04-09,2016-04-10,Second Class,CG-26929,Customer_6929,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306929,Technology,Machines,Machines Product 6929,1155.54,7,0.05,144.4425
6930,CA-2016-306930,2017-07-17,2017-07-18,Same Day,CG-26930,Customer_6930,Corporate,United States,Chicago,Illinois,60601,Central,PROD-306930,Technology,Machines,Machines Product 6930,1341.37,3,0.15,100.6027
6931,CA-2016-306931,2016-01-16,2016-01-19,Same Day,CG-26931,Customer_6931,Consumer,United States,New York,New York,10001,East,PROD-306931,Office Supplies,Labels,Labels Product 6931,2145.33,4,0.05,268.1662
6932,CA-2016-306932,2014-01-31,2014-02-01,Standard Class,CG-26932,Customer_6932,Corporate,United States,Chicago,Illinois,60601,Central,PROD-306932,Technology,Phones,Phones Product 6932,723.12,8,0.1,72.312
6933,CA-2016-306933,2015-07-07,2015-07-12,Second Class,CG-26933,Customer_6933,Consumer,United States,Henderson,Kentucky,42420,South,PROD-306933,Furniture,Bookcases,Bookcases Product 6933,1273.16,14,0.0,190.974
6934,CA-2016-306934,2016-09-09,2016-09-16,Second Class,CG-26934,Customer_6934,Consumer,United States,Houston,Texas,77001,South,PROD-306934,Technology,Accessories,Accessories Product 6934,2204.83,3,0.1,220.483
6935,CA-2016-306935,2014-09-01,2014-09-02,First Class,CG-26935,Customer_6935,Consumer,United States,Miami,Florida,33101,South,PROD-306935,Technology,Accessories,Accessories Product 6935,1710.4,3,0.2,85.52
6936,CA-2016-306936,2014-06-28,2014-07-04,Standard Class,CG-26936,Customer_6936,Home Office,United States,New York,New York,10001,East,PROD-306936,Furniture,Tables,Tables Product 6936,1558.11,1,0.25,38.9527
6937,CA-2016-306937,2015-07-28,2015-08-04,Second Class,CG-26937,Customer_6937,Home Office,United States,Miami,Florida,33101,South,PROD-306937,Furniture,Tables,Tables Product 6937,1669.44,5,0.15,125.208
6938,CA-2016-306938,2015-08-09,2015-08-15,Second Class,CG-26938,Customer_6938,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306938,Furniture,Bookcases,Bookcases Product 6938,847.82,10,0.0,127.173
6939,CA-2016-306939,2014-09-21,2014-09-24,Standard Class,CG-26939,Customer_6939,Home Office,United States,Seattle,Washington,98101,West,PROD-306939,Office Supplies,Paper,Paper Product 6939,2471.76,14,0.25,61.794
6940,CA-2016-306940,2015-04-11,2015-04-17,Same Day,CG-26940,Customer_6940,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306940,Office Supplies,Storage,Storage Product 6940,462.31,5,0.2,23.1155
6941,CA-2016-306941,2016-11-23,2016-11-30,First Class,CG-26941,Customer_6941,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306941,Furniture,Tables,Tables Product 6941,19.92,9,0.0,2.988
6942,CA-2016-306942,2014-10-08,2014-10-10,Second Class,CG-26942,Customer_6942,Consumer,United States,Houston,Texas,77001,South,PROD-306942,Technology,Phones,Phones Product 6942,532.13,3,0.05,66.5162
6943,CA-2016-306943,2016-12-28,2017-01-04,Standard Class,CG-26943,Customer_6943,Corporate,United States,Miami,Florida,33101,South,PROD-306943,Office Supplies,Binders,Binders Product 6943,250.38,2,0.1,25.038
6944,CA-2016-306944,2014-07-24,2014-07-31,Second Class,CG-26944,Customer_6944,Corporate,United States,Los Angeles,California,90001,West,PROD-306944,Office Supplies,Binders,Binders Product 6944,1907.08,4,0.05,238.385
6945,CA-2016-306945,2016-12-18,2016-12-23,First Class,CG-26945,Customer_6945,Home Office,United States,Houston,Texas,77001,South,PROD-306945,Office Supplies,Storage,Storage Product 6945,1687.75,2,0.0,253.1625
6946,CA-2016-306946,2016-07-19,2016-07-24,First Class,CG-26946,Customer_6946,Corporate,United States,Houston,Texas,77001,South,PROD-306946,Technology,Accessories,Accessories Product 6946,246.81,9,0.0,37.0215
6947,CA-2016-306947,2015-12-19,2015-12-21,Standard Class,CG-26947,Customer_6947,Home Office,United States,Seattle,Washington,98101,West,PROD-306947,Office Supplies,Paper,Paper Product 6947,296.89,1,0.25,7.4222
6948,CA-2016-306948,2014-04-06,2014-04-07,Same Day,CG-26948,Customer_6948,Consumer,United States,Los Angeles,California,90001,West,PROD-306948,Office Supplies,Binders,Binders Product 6948,373.13,5,0.2,18.6565
6949,CA-2016-306949,2017-02-23,2017-02-27,Standard Class,CG-26949,Customer_6949,Home Office,United States,Miami,Florida,33101,South,PROD-306949,Furniture,Chairs,Chairs Product 6949,2248.85,14,0.1,224.885
6950,CA-2016-306950,2014-10-23,2014-10-25,Second Class,CG-26950,Customer_6950,Consumer,United States,Houston,Texas,77001,South,PROD-306950,Technology,Accessories,Accessories Product 6950,609.47,10,0.15,45.7103
6951,CA-2016-306951,2014-06-28,2014-06-30,Second Class,CG-26951,Customer_6951,Home Office,United States,New York,New York,10001,East,PROD-306951,Furniture,Tables,Tables Product 6951,931.51,3,0.05,116.4387
6952,CA-2016-306952,2016-11-12,2016-11-16,First Class,CG-26952,Customer_6952,Consumer,United States,Chicago,Illinois,60601,Central,PROD-306952,Technology,Accessories,Accessories Product 6952,1215.92,5,0.05,151.99
6953,CA-2016-306953,2014-07-13,2014-07-14,Second Class,CG-26953,Customer_6953,Consumer,United States,Henderson,Kentucky,42420,South,PROD-306953,Furniture,Bookcases,Bookcases Product 6953,1460.06,3,0.15,109.5045
6954,CA-2016-306954,2015-06-16,2015-06-21,Standard Class,CG-26954,Customer_6954,Corporate,United States,New York,New York,10001,East,PROD-306954,Furniture,Chairs,Chairs Product 6954,1071.91,1,0.2,53.5955
6955,CA-2016-306955,2017-01-27,2017-01-28,Second Class,CG-26955,Customer_6955,Consumer,United States,Henderson,Kentucky,42420,South,PROD-306955,Technology,Accessories,Accessories Product 6955,2391.69,10,0.2,119.5845
6956,CA-2016-306956,2016-12-06,2016-12-11,First Class,CG-26956,Customer_6956,Consumer,United States,Seattle,Washington,98101,West,PROD-306956,Technology,Machines,Machines Product 6956,475.75,8,0.2,23.7875
6957,CA-2016-306957,2014-02-17,2014-02-21,Same Day,CG-26957,Customer_6957,Home Office,United States,Houston,Texas,77001,South,PROD-306957,Office Supplies,Paper,Paper Product 6957,2044.01,9,0.0,306.6015
6958,CA-2016-306958,2016-03-13,2016-03-19,Second Class,CG-26958,Customer_6958,Consumer,United States,Houston,Texas,77001,South,PROD-306958,Technology,Accessories,Accessories Product 6958,1611.72,15,0.25,40.293
6959,CA-2016-306959,2016-11-11,2016-11-17,Second Class,CG-26959,Customer_6959,Home Office,United States,New York,New York,10001,East,PROD-306959,Technology,Phones,Phones Product 6959,276.27,11,0.0,41.4405
6960,CA-2016-306960,2017-10-03,2017-10-05,Second Class,CG-26960,Customer_6960,Consumer,United States,Miami,Florida,33101,South,PROD-306960,Technology,Phones,Phones Product 6960,255.97,10,0.2,12.7985
6961,CA-2016-306961,2016-08-24,2016-08-30,Second Class,CG-26961,Customer_6961,Consumer,United States,Los Angeles,California,90001,West,PROD-306961,Office Supplies,Binders,Binders Product 6961,406.58,13,0.0,60.987
6962,CA-2016-306962,2014-08-01,2014-08-04,Same Day,CG-26962,Customer_6962,Consumer,United States,Los Angeles,California,90001,West,PROD-306962,Technology,Accessories,Accessories Product 6962,1706.1,8,0.15,127.9575
6963,CA-2016-306963,2016-04-18,2016-04-25,Standard Class,CG-26963,Customer_6963,Corporate,United States,Houston,Texas,77001,South,PROD-306963,Technology,Machines,Machines Product 6963,1813.48,13,0.2,90.674
6964,CA-2016-306964,2014-01-15,2014-01-16,Standard Class,CG-26964,Customer_6964,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306964,Technology,Machines,Machines Product 6964,388.8,15,0.0,58.32
6965,CA-2016-306965,2015-03-28,2015-03-31,First Class,CG-26965,Customer_6965,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306965,Office Supplies,Labels,Labels Product 6965,1430.3,9,0.2,71.515
6966,CA-2016-306966,2014-04-29,2014-05-06,First Class,CG-26966,Customer_6966,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306966,Technology,Phones,Phones Product 6966,810.45,1,0.05,101.3063
6967,CA-2016-306967,2014-11-18,2014-11-23,Same Day,CG-26967,Customer_6967,Corporate,United States,Miami,Florida,33101,South,PROD-306967,Furniture,Bookcases,Bookcases Product 6967,1516.04,2,0.2,75.802
6968,CA-2016-306968,2015-06-22,2015-06-28,Second Class,CG-26968,Customer_6968,Consumer,United States,Seattle,Washington,98101,West,PROD-306968,Furniture,Tables,Tables Product 6968,538.35,12,0.1,53.835
6969,CA-2016-306969,2015-01-12,2015-01-17,First Class,CG-26969,Customer_6969,Home Office,United States,Houston,Texas,77001,South,PROD-306969,Technology,Accessories,Accessories Product 6969,2470.86,8,0.0,370.629
6970,CA-2016-306970,2014-01-18,2014-01-24,Standard Class,CG-26970,Customer_6970,Home Office,United States,Seattle,Washington,98101,West,PROD-306970,Furniture,Chairs,Chairs Product 6970,1739.4,15,0.15,130.455
6971,CA-2016-306971,2015-07-15,2015-07-21,Same Day,CG-26971,Customer_6971,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306971,Furniture,Chairs,Chairs Product 6971,1003.44,4,0.25,25.086
6972,CA-2016-306972,2015-10-20,2015-10-27,Second Class,CG-26972,Customer_6972,Corporate,United States,Houston,Texas,77001,South,PROD-306972,Office Supplies,Storage,Storage Product 6972,1535.25,3,0.0,230.2875
6973,CA-2016-306973,2015-08-18,2015-08-21,First Class,CG-26973,Customer_6973,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306973,Technology,Machines,Machines Product 6973,996.96,3,0.2,49.848
6974,CA-2016-306974,2014-04-23,2014-04-28,Second Class,CG-26974,Customer_6974,Corporate,United States,New York,New York,10001,East,PROD-306974,Technology,Machines,Machines Product 6974,1436.07,9,0.0,215.4105
6975,CA-2016-306975,2014-08-09,2014-08-14,Same Day,CG-26975,Customer_6975,Home Office,United States,Los Angeles,California,90001,West,PROD-306975,Technology,Machines,Machines Product 6975,515.05,7,0.2,25.7525
6976,CA-2016-306976,2016-12-11,2016-12-14,First Class,CG-26976,Customer_6976,Home Office,United States,Seattle,Washington,98101,West,PROD-306976,Furniture,Tables,Tables Product 6976,1601.18,2,0.25,40.0295
6977,CA-2016-306977,2016-11-16,2016-11-23,Second Class,CG-26977,Customer_6977,Home Office,United States,New York,New York,10001,East,PROD-306977,Office Supplies,Paper,Paper Product 6977,412.28,5,0.0,61.842
6978,CA-2016-306978,2016-01-22,2016-01-23,Same Day,CG-26978,Customer_6978,Corporate,United States,Houston,Texas,77001,South,PROD-306978,Technology,Machines,Machines Product 6978,2397.46,6,0.15,179.8095
6979,CA-2016-306979,2015-01-26,2015-01-30,First Class,CG-26979,Customer_6979,Home Office,United States,New York,New York,10001,East,PROD-306979,Office Supplies,Binders,Binders Product 6979,71.85,10,0.05,8.9812
6980,CA-2016-306980,2018-01-16,2018-01-18,Second Class,CG-26980,Customer_6980,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306980,Technology,Accessories,Accessories Product 6980,920.83,14,0.2,46.0415
6981,CA-2016-306981,2016-09-04,2016-09-08,Standard Class,CG-26981,Customer_6981,Consumer,United States,New York,New York,10001,East,PROD-306981,Technology,Machines,Machines Product 6981,2213.83,10,0.15,166.0373
6982,CA-2016-306982,2017-07-16,2017-07-20,Standard Class,CG-26982,Customer_6982,Home Office,United States,Seattle,Washington,98101,West,PROD-306982,Office Supplies,Paper,Paper Product 6982,2440.26,10,0.2,122.013
6983,CA-2016-306983,2014-10-03,2014-10-06,First Class,CG-26983,Customer_6983,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306983,Office Supplies,Storage,Storage Product 6983,2267.25,15,0.25,56.6812
6984,CA-2016-306984,2015-06-03,2015-06-05,Second Class,CG-26984,Customer_6984,Corporate,United States,Chicago,Illinois,60601,Central,PROD-306984,Office Supplies,Binders,Binders Product 6984,2299.2,15,0.0,344.88
6985,CA-2016-306985,2014-04-16,2014-04-19,Second Class,CG-26985,Customer_6985,Home Office,United States,New York,New York,10001,East,PROD-306985,Furniture,Chairs,Chairs Product 6985,747.86,1,0.2,37.393
6986,CA-2016-306986,2016-07-22,2016-07-23,First Class,CG-26986,Customer_6986,Home Office,United States,New York,New York,10001,East,PROD-306986,Office Supplies,Labels,Labels Product 6986,902.53,14,0.25,22.5632
6987,CA-2016-306987,2017-10-29,2017-11-04,Standard Class,CG-26987,Customer_6987,Corporate,United States,Houston,Texas,77001,South,PROD-306987,Office Supplies,Paper,Paper Product 6987,100.83,11,0.0,15.1245
6988,CA-2016-306988,2015-05-21,2015-05-23,Second Class,CG-26988,Customer_6988,Corporate,United States,Henderson,Kentucky,42420,South,PROD-306988,Furniture,Chairs,Chairs Product 6988,1286.06,3,0.25,32.1515
6989,CA-2016-306989,2014-10-14,2014-10-20,Second Class,CG-26989,Customer_6989,Corporate,United States,Chicago,Illinois,60601,Central,PROD-306989,Technology,Machines,Machines Product 6989,1361.59,10,0.25,34.0397
6990,CA-2016-306990,2015-04-22,2015-04-29,Same Day,CG-26990,Customer_6990,Consumer,United States,Los Angeles,California,90001,West,PROD-306990,Technology,Accessories,Accessories Product 6990,1389.11,15,0.1,138.911
6991,CA-2016-306991,2016-06-03,2016-06-10,First Class,CG-26991,Customer_6991,Consumer,United States,Chicago,Illinois,60601,Central,PROD-306991,Office Supplies,Binders,Binders Product 6991,1462.25,1,0.0,219.3375
6992,CA-2016-306992,2015-08-03,2015-08-06,Second Class,CG-26992,Customer_6992,Home Office,United States,Henderson,Kentucky,42420,South,PROD-306992,Office Supplies,Labels,Labels Product 6992,606.17,6,0.0,90.9255
6993,CA-2016-306993,2014-09-07,2014-09-09,Same Day,CG-26993,Customer_6993,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306993,Furniture,Tables,Tables Product 6993,2051.47,9,0.15,153.8602
6994,CA-2016-306994,2017-12-23,2017-12-24,Standard Class,CG-26994,Customer_6994,Consumer,United States,Los Angeles,California,90001,West,PROD-306994,Furniture,Chairs,Chairs Product 6994,498.1,13,0.1,49.81
6995,CA-2016-306995,2016-11-18,2016-11-23,Same Day,CG-26995,Customer_6995,Consumer,United States,New York,New York,10001,East,PROD-306995,Office Supplies,Binders,Binders Product 6995,40.32,3,0.0,6.048
6996,CA-2016-306996,2015-08-21,2015-08-25,Standard Class,CG-26996,Customer_6996,Consumer,United States,Los Angeles,California,90001,West,PROD-306996,Office Supplies,Paper,Paper Product 6996,360.07,8,0.15,27.0053
6997,CA-2016-306997,2015-04-07,2015-04-08,Standard Class,CG-26997,Customer_6997,Home Office,United States,Los Angeles,California,90001,West,PROD-306997,Technology,Phones,Phones Product 6997,1933.14,8,0.25,48.3285
6998,CA-2016-306998,2017-10-31,2017-11-04,Second Class,CG-26998,Customer_6998,Corporate,United States,Los Angeles,California,90001,West,PROD-306998,Office Supplies,Storage,Storage Product 6998,73.89,11,0.1,7.389
6999,CA-2016-306999,2018-01-27,2018-01-29,First Class,CG-26999,Customer_6999,Home Office,United States,Chicago,Illinois,60601,Central,PROD-306999,Furniture,Chairs,Chairs Product 6999,1263.18,13,0.0,189.477
7000,CA-2016-307000,2016-08-13,2016-08-14,Same Day,CG-27000,Customer_7000,Corporate,United States,New York,New York,10001,East,PROD-307000,Office Supplies,Binders,Binders Product 7000,322.51,6,0.0,48.3765
7001,CA-2016-307001,2016-03-20,2016-03-25,Second Class,CG-27001,Customer_7001,Home Office,United States,New York,New York,10001,East,PROD-307001,Technology,Phones,Phones Product 7001,629.93,12,0.05,78.7412
7002,CA-2016-307002,2017-10-25,2017-10-31,Standard Class,CG-27002,Customer_7002,Corporate,United States,Chicago,Illinois,60601,Central,PROD-307002,Furniture,Bookcases,Bookcases Product 7002,2284.5,3,0.1,228.45
7003,CA-2016-307003,2015-10-07,2015-10-14,First Class,CG-27003,Customer_7003,Consumer,United States,Seattle,Washington,98101,West,PROD-307003,Furniture,Bookcases,Bookcases Product 7003,1763.24,4,0.15,132.243
7004,CA-2016-307004,2017-10-10,2017-10-11,Second Class,CG-27004,Customer_7004,Consumer,United States,New York,New York,10001,East,PROD-307004,Technology,Accessories,Accessories Product 7004,787.14,13,0.25,19.6785
7005,CA-2016-307005,2015-01-28,2015-02-03,Same Day,CG-27005,Customer_7005,Corporate,United States,Miami,Florida,33101,South,PROD-307005,Office Supplies,Labels,Labels Product 7005,707.93,11,0.2,35.3965
7006,CA-2016-307006,2017-12-29,2018-01-01,Second Class,CG-27006,Customer_7006,Home Office,United States,Henderson,Kentucky,42420,South,PROD-307006,Office Supplies,Binders,Binders Product 7006,470.57,8,0.0,70.5855
7007,CA-2016-307007,2018-02-06,2018-02-09,Standard Class,CG-27007,Customer_7007,Corporate,United States,Seattle,Washington,98101,West,PROD-307007,Furniture,Bookcases,Bookcases Product 7007,762.44,7,0.25,19.061
7008,CA-2016-307008,2014-04-16,2014-04-19,Second Class,CG-27008,Customer_7008,Corporate,United States,Henderson,Kentucky,42420,South,PROD-307008,Technology,Accessories,Accessories Product 7008,2348.76,2,0.05,293.595
7009,CA-2016-307009,2016-01-01,2016-01-07,Second Class,CG-27009,Customer_7009,Corporate,United States,Los Angeles,California,90001,West,PROD-307009,Office Supplies,Storage,Storage Product 7009,1430.72,9,0.0,214.608
7010,CA-2016-307010,2016-11-29,2016-11-30,Same Day,CG-27010,Customer_7010,Home Office,United States,Seattle,Washington,98101,West,PROD-307010,Technology,Machines,Machines Product 7010,2070.5,13,0.1,207.05
7011,CA-2016-307011,2014-01-12,2014-01-18,First Class,CG-27011,Customer_7011,Consumer,United States,Henderson,Kentucky,42420,South,PROD-307011,Office Supplies,Binders,Binders Product 7011,1911.67,10,0.0,286.7505
7012,CA-2016-307012,2017-06-27,2017-06-30,First Class,CG-27012,Customer_7012,Home Office,United States,Los Angeles,California,90001,West,PROD-307012,Furniture,Tables,Tables Product 7012,2370.07,15,0.15,177.7553
7013,CA-2016-307013,2015-05-17,2015-05-21,Second Class,CG-27013,Customer_7013,Home Office,United States,Chicago,Illinois,60601,Central,PROD-307013,Furniture,Tables,Tables Product 7013,443.03,12,0.1,44.303
7014,CA-2016-307014,2015-12-29,2016-01-02,Same Day,CG-27014,Customer_7014,Consumer,United States,Miami,Florida,33101,South,PROD-307014,Furniture,Chairs,Chairs Product 7014,1332.23,5,0.0,199.8345
7015,CA-2016-307015,2017-03-12,2017-03-17,First Class,CG-27015,Customer_7015,Consumer,United States,Chicago,Illinois,60601,Central,PROD-307015,Office Supplies,Binders,Binders Product 7015,1403.68,8,0.25,35.092
7016,CA-2016-307016,2018-01-21,2018-01-22,Same Day,CG-27016,Customer_7016,Corporate,United States,Henderson,Kentucky,42420,South,PROD-307016,Technology,Accessories,Accessories Product 7016,2355.89,2,0.0,353.3835
7017,CA-2016-307017,2015-05-28,2015-05-30,Standard Class,CG-27017,Customer_7017,Corporate,United States,Miami,Florida,33101,South,PROD-307017,Office Supplies,Labels,Labels Product 7017,591.61,10,0.0,88.7415
7018,CA-2016-307018,2017-02-25,2017-03-03,Second Class,CG-27018,Customer_7018,Home Office,United States,Chicago,Illinois,60601,Central,PROD-307018,Office Supplies,Labels,Labels Product 7018,376.63,11,0.1,37.663
7019,CA-2016-307019,2016-10-06,2016-10-11,Same Day,CG-27019,Customer_7019,Corporate,United States,Miami,Florida,33101,South,PROD-307019,Office Supplies,Binders,Binders Product 7019,83.99,15,0.05,10.4987
7020,CA-2016-307020,2015-10-14,2015-10-16,Second Class,CG-27020,Customer_7020,Consumer,United States,Los Angeles,California,90001,West,PROD-307020,Furniture,Tables,Tables Product 7020,1657.66,15,0.05,207.2075
7021,CA-2016-307021,2015-01-31,2015-02-04,Second Class,CG-27021,Customer_7021,Home Office,United States,Henderson,Kentucky,42420,South,PROD-307021,Furniture,Chairs,Chairs Product 7021,1436.03,7,0.2,71.8015
7022,CA-2016-307022,2017-05-31,2017-06-07,First Class,CG-27022,Customer_7022,Home Office,United States,Miami,Florida,33101,South,PROD-307022,Furniture,Bookcases,Bookcases Product 7022,1914.27,9,0.25,47.8567
7023,CA-2016-307023,2017-05-10,2017-05-17,Same Day,CG-27023,Customer_7023,Consumer,United States,Houston,Texas,77001,South,PROD-307023,Office Supplies,Labels,Labels Product 7023,570.19,1,0.15,42.7643
